id,Headline,Date,Year,Newspaper,sentiment_label,sentiment_score
25087,Zaak-Diddy kan keerpunt zijn voor hele muziekindustrie VS,2024-10-10,2024,de Volkskrant,NEG,-0.454681632539158
25088,Zaak-Floyd zet VS op scherp; Vrees voor rellen bij een lage straf of vrijspraak voor Chauvin,2021-03-08,2021,De Telegraaf,NEG,-0.6873053728950032
25089,Zaak-Holleeder lekt uit,2016-04-04,2016,AD/Algemeen Dagblad,NEG,-0.8205705973620339
25090,Zaak-Holleeder: zijpaden onder loep,2018-06-06,2018,De Telegraaf,NEG,-0.65306784062333
25091,Zaak-Masmeijer krijgt een staartje,2018-01-13,2018,AD/Algemeen Dagblad,NEG,-0.774931232377802
25092,Zaak-Simmie: 'Hij redde mijn leven'; Emotionele dag voor familie vermoorde commando,2025-01-14,2025,De Telegraaf,NEG,-0.7575118939593857
25093,Zaak-Van Eerd breidt zich uit; Link met paardenfokbedrijf onderzocht,2022-11-19,2022,De Telegraaf,NEG,-0.9532070067316886
25094,"Zaak 'Bolle Jos' toont onze zwakte in West-Afrika; OPINIE Kars de Bruijne, Instituut Clingendael",2025-02-13,2025,De Telegraaf,NEU,-0.12717236829164125
25095,Zaak corrupte douanier lijkt op IRT-affaire,2016-12-15,2016,De Telegraaf,NEG,-0.6443135140310153
25096,Zaak Donny M. weer voor rechter,2024-01-16,2024,De Telegraaf,NEG,-0.7655390259199444
25097,Zaak drugskoerier uit Urk uitgesteld door taalbarrière,2020-12-18,2020,AD/Algemeen Dagblad,NEG,-0.8311898009896723
25098,Zaak fatale drugsruzie: quarantaine in cel,2021-11-09,2021,De Telegraaf,NEG,-0.7334045902826973
25099,Zaak moord kasteelheer eindelijk van start,2017-03-09,2017,De Telegraaf,NEG,-0.8123130046261563
25100,Zaak rond Promes is keiharde blamage voor Ajax en KNVB,2023-06-20,2023,AD/Algemeen Dagblad,NEG,-0.4964606266135075
25101,Zaak roofmoord uitgesteld,2017-12-07,2017,De Telegraaf,NEU,-0.05235679000953092
25102,Zaak Sinner al die tijd geheim? Typisch tennis,2024-08-24,2024,AD/Algemeen Dagblad,NEU,-0.15805922367687963
25103,Zaak tegen 'criminele' agenten ingetrokken,2018-12-19,2018,de Volkskrant,POS,0.8895618339514862
25104,"Zaak tegen 'Lucky' vertraagd; Noodzaak tot extra beveiliging, maar gebrek aan plekken bij Pieter Baan",2023-07-21,2023,De Telegraaf,NEG,-0.23538065547100895
25105,Zaak tegen de Amsterdamse 'cokekiller' spat snel uiteen,2016-02-24,2016,AD/Algemeen Dagblad,NEG,-0.5057856836002124
25106,Zaak tegen politiemol zwakker,2018-01-15,2018,AD/Algemeen Dagblad,NEG,-0.8931964834471638
25107,Zaak Van Luijn: 'Ruzie omdat hij moest plassen',2018-07-19,2018,AD/Algemeen Dagblad,NEG,-0.8535282969650783
25108,Zaak vermoorde tiener heropend; NFI neemt haren en andere sporen onder de loep,2015-04-24,2015,De Telegraaf,NEG,-0.8100635850039067
25109,Zaalvoetbalclub in ban gedaan,2018-07-07,2018,AD/Algemeen Dagblad,NEG,-0.6785814839506058
25110,"Zaanse Zuiddijk wil sjeu terug; 'Er wordt al jaren gepraat, maar er komt nooit iets van'",2022-07-14,2022,De Telegraaf,POS,0.2603450624601006
25111,Zaathaaier,2015-03-23,2015,de Volkskrant,NEG,-0.96936434800521
25112,Zacht eitje,2024-01-05,2024,de Volkskrant,POS,0.280165923187704
25113,Zacht uitgedrukt,2017-01-17,2017,de Volkskrant,POS,0.854064976577324
25114,Zachtaardige rocklegende; 'Jimi: All is by my side',2015-04-22,2015,De Telegraaf,NEG,-0.5424357731791715
25115,Zachte heelmeesters...,2018-12-06,2018,De Telegraaf,NEG,-0.9077918650659321
25116,Zachte krachtpatser,2021-02-17,2021,De Telegraaf,POS,0.8879617118486649
25117,Zachtmoedige activist in een dodelijk milieu,2025-12-02,2025,de Volkskrant,NEG,-0.8894348532258226
25118,Zaken gaan voor sport,2017-01-30,2017,De Telegraaf,NEG,-0.9836712323760152
25119,Zakenman Paarlberg zou weer te ziek zijn om in de gevangenis te zitten,2025-02-27,2025,de Volkskrant,NEG,-0.3678416446477066
25120,Zakenman Radj O.,2019-03-27,2019,De Telegraaf,NEG,-0.960125545097436
25121,Zakken goed gevuld,2017-07-22,2017,De Telegraaf,NEG,-0.5671377188625005
25122,Zakkenrollers slaan vaker toe; Criminaliteitscijfers Zoetermeer,2021-09-08,2021,De Telegraaf,NEG,-0.4999339515508388
25123,Zal ik mijn broer uit mijn leven weren?,2025-04-19,2025,de Volkskrant,NEG,-0.3893427163898873
25124,Zal onderzoekscommissie raadsel Teeven ontcijferen?,2015-03-12,2015,de Volkskrant,NEG,-0.6903148210112976
25125,Zalm voert tempo op,2017-06-29,2017,De Telegraaf,NEG,-0.4486021820376827
25126,Zand in machine drugsknutselaar; Steun voor verbod op hele stofgroepen,2023-12-21,2023,De Telegraaf,NEU,-0.1759861635729204
25127,Zandpad,2021-12-08,2021,de Volkskrant,POS,0.3817432871970903
25128,Zanger Damaru gaat de politiek in voor Bouterse,2015-04-11,2015,AD/Algemeen Dagblad,POS,0.29573854852017034
25129,Zanger rockband Linkin Park overleden,2017-07-21,2017,de Volkskrant,NEG,-0.9081442043795778
25130,Zanger van de zwarte klaai,2016-04-09,2016,de Volkskrant,POS,0.22145463653790806
25131,Zanger van Goldband etaleerde vooral een failliet drugsbeleid,2023-01-24,2023,AD/Algemeen Dagblad,NEG,-0.8323023770968749
25132,Zanger van Rammstein valt hard van zijn sokkel,2023-06-03,2023,AD/Algemeen Dagblad,NEG,-0.5043028747478501
25133,Zangeres werd door iedereen verraden,2018-08-03,2018,AD/Algemeen Dagblad,NEG,-0.956885308609257
25134,Zat de oud-baas van de Mexicaanse veiligheidsdienst in de zak van El Chapo?,2023-01-25,2023,de Volkskrant,POS,0.9154582505530342
25135,Zat gedode rijsthandelaar uit Suriname achter coke?,2019-02-05,2019,AD/Algemeen Dagblad,NEG,-0.8415758563110742
25136,Zaterdag,2015-09-19,2015,De Telegraaf,NEG,-0.7374724534274119
25137,Zaterdag,2015-05-09,2015,De Telegraaf,NEG,-0.4785008665617158
25138,zaterdag,2016-03-12,2016,De Telegraaf,NEU,0.10667026195685236
25139,zaterdag,2016-04-16,2016,De Telegraaf,NEG,-0.8446998571078655
25140,Zaterdag,2015-01-31,2015,De Telegraaf,NEG,-0.7211752471029127
25141,Zaterdag,2015-01-24,2015,De Telegraaf,NEG,-0.7019403615323999
25142,Ze dacht dat ze doping smokkelde,2019-11-05,2019,de Volkskrant,NEG,-0.5957691778283645
25143,Ze dachten dat we zouden zwijgen,2018-06-30,2018,de Volkskrant,NEG,-0.6364818092613843
25144,Ze deden maar wat,2023-09-09,2023,de Volkskrant,POS,0.9371520345515355
25145,Ze hebben het gemaakt,2024-10-31,2024,de Volkskrant,NEG,-0.4848971197478335
25146,"Ze is kindster, multitalent en avonturier ineen - hoe Elle Fanning de grootste actrice van haar tijd wordt",2018-04-07,2018,de Volkskrant,NEU,-0.06292401395137644
25147,Ze komen lief binnen,2015-05-23,2015,de Volkskrant,POS,0.6869524431501883
25148,Ze moeten in de flow blijven,2015-12-24,2015,de Volkskrant,NEU,0.16957444003979255
25149,"Ze overwon ziekte, verslaving, depressies én Mick Jagger",2025-01-31,2025,AD/Algemeen Dagblad,POS,0.6387682878813637
25150,Ze rocken maar door op whiskey en groene thee,2015-12-09,2015,AD/Algemeen Dagblad,NEU,-0.17508343673413193
25151,Ze verbieden wel meer,2019-12-11,2019,AD/Algemeen Dagblad,NEG,-0.9149965690752436
25152,"Ze wisten alles: geboortedatum, adres, banksaldo",2024-11-15,2024,AD/Algemeen Dagblad,NEG,-0.6926272445987017
25153,Zebra's met een zendertje verraden aanwezigheid neushoornstropers,2021-03-02,2021,de Volkskrant,POS,0.3751057905221751
25154,Zedenprediker op het verkeerde pad; Profiel John Sewel snuift cocaïne met hoertjes,2015-07-27,2015,De Telegraaf,NEG,-0.7255910467217549
25155,Zeeën van gelukzaligheid,2019-08-15,2019,de Volkskrant,POS,0.5837491905574504
25156,Zeehaven overspoeld; Binnen tien dagen 110 criminele insluipers opgepakt,2021-09-14,2021,De Telegraaf,NEG,-0.9283914212719916
25157,Zeeland krijgt 28 claims over schade door PFAS; Bedragen tot in de miljoenen,2023-05-24,2023,De Telegraaf,NEG,-0.929112702613607
25158,Zeemacht nog in woelig water,2018-05-14,2018,De Telegraaf,POS,0.7142225527862948
25159,Zeer grote wapenvondst,2015-07-21,2015,AD/Algemeen Dagblad,NEG,-0.7137662611662952
25160,Zeeuwen weten niet wat ze slikken,2016-04-26,2016,AD/Algemeen Dagblad,POS,0.63199252571625
25161,Zeeuws seksmonster 'had dubbelleven',2020-11-13,2020,De Telegraaf,NEG,-0.9044984144377114
25162,Zeeuwse stranden 'loket' naar Nederland voor tonnen drugs,2024-12-17,2024,AD/Algemeen Dagblad,NEG,-0.5346849693394151
25163,Zeg maar dag tegen Ronnie Flex,2023-06-24,2023,de Volkskrant,NEG,-0.27330505248678044
25164,Zege AFC met bijsmaak; Corona en wangedrag houden gemoederen bezig op 'Goed Genoeg',2021-11-08,2021,De Telegraaf,POS,0.8210583200019465
25165,Zege Lula nog niet erkend; 'Trump van de Tropen' zwijgt na verkiezingsnederlaag,2022-11-01,2022,De Telegraaf,NEG,-0.5460387083589345
25166,Zegt het iets over mij dat ik die koekjes terug wilde van die zwerver?,2019-03-09,2019,AD/Algemeen Dagblad,NEG,-0.8453737708311887
25167,Zeiknat,2018-05-11,2018,de Volkskrant,NEG,-0.5641459222329677
25168,Zeilboot met drie Nederlanders al zes jaar vermist,2019-09-24,2019,AD/Algemeen Dagblad,NEG,-0.7779966511102686
25169,Zeilboot zat vol met 14 ton hasj,2016-09-15,2016,AD/Algemeen Dagblad,NEG,-0.6002122626728675
25170,Zeist: daling criminaliteit,2019-01-16,2019,De Telegraaf,POS,0.6922573542100133
25171,Zeker 13 'missers' sinds 2014; 'Vergismoord is verre van schattig',2021-03-01,2021,De Telegraaf,NEG,-0.8446530700644814
25172,Zeker 14 doden na explosie op markt,2016-09-03,2016,de Volkskrant,NEG,-0.8349473654587118
25173,Zekere leeftijd,2025-03-27,2025,de Volkskrant,NEG,-0.9344718508420814
25174,Zelden toont een serie zo veel liefdevolle aandacht voor dolende mensen in de marge,2023-03-04,2023,de Volkskrant,NEU,-0.1686137106801222
25175,Zeldzaam grappig,2017-08-12,2017,AD/Algemeen Dagblad,NEU,-0.18424934341331534
25176,Zeldzame glimlach,2019-01-10,2019,De Telegraaf,POS,0.42129145481852553
25177,Zeldzame missie naar dehel,2019-08-23,2019,De Telegraaf,NEG,-0.33073046189570254
25178,Zelenski zij aan zij met al-Assad; Oorlogsheld versus massamoordenaar,2023-05-20,2023,De Telegraaf,NEG,-0.7949758819701783
25179,Zelf de regie,2021-10-01,2021,de Volkskrant,POS,0.5279877979092973
25180,Zelfbewust op de catwalk en in de sporthal,2015-03-23,2015,de Volkskrant,NEU,-0.1404516786610861
25181,Zelfbewust,2015-01-05,2015,de Volkskrant,POS,0.3594289224827161
25182,Zelfbrekend glas redding bij voertuigen te water,2021-02-25,2021,De Telegraaf,NEG,-0.5501161074640875
25183,Zelfdoding van agent had relatie met werk,2021-11-18,2021,AD/Algemeen Dagblad,NEG,-0.9671870649732843
25184,Zelfdoding: een karikatuur is gauw gemaakt,2018-06-11,2018,de Volkskrant,NEG,-0.9072329161397794
25185,Zelfgemaakte kunstenaars,2024-12-27,2024,de Volkskrant,POS,0.37729394795620386
25186,Zelfhulp-tv,2016-11-25,2016,AD/Algemeen Dagblad,POS,0.3540945305309294
25187,Zelfmoord is combinatie van factoren,2016-01-21,2016,De Telegraaf,NEG,-0.9086295670880397
25188,Zelfmoordpoeder,2018-03-16,2018,de Volkskrant,NEG,-0.6461357307012768
25189,Zelfredzaam in Zimbabwe; Beurskens scoort met schoolproject,2023-08-31,2023,De Telegraaf,NEU,-0.019599541028490725
25190,Zelfs camera's schrikken drugscriminelen niet af,2022-10-01,2022,AD/Algemeen Dagblad,NEG,-0.7617605989766603
25191,Zelfs camera's schrikken drugscriminelen niet af,2022-10-01,2022,AD/Algemeen Dagblad,NEG,-0.7555567136794014
25192,Zelfs de gedegen krant vraagt niet: is het wel zo?,2017-08-03,2017,de Volkskrant,NEU,-0.07380641247940611
25193,Zelfs de grootste rebel heeft een anker nodig,2025-12-20,2025,AD/Algemeen Dagblad,NEG,-0.5665886906790852
25194,Zelfs Drenthe is onbetaalbaar; Huizenprijzen stijgen in een jaar nergens zo snel,2025-07-23,2025,De Telegraaf,NEG,-0.7886996235576239
25195,"Zelfs eigen moeder waarschuwde al voor Kenzo K., de 'kruisboogschutter'",2022-11-11,2022,AD/Algemeen Dagblad,NEG,-0.9387623585056231
25196,Zelfs feesten kan tegenwoordig milieuvriendelijk,2020-01-10,2020,De Telegraaf,POS,0.7092722103613548
25197,Zelfs Gazelle wil met dance gezien worden,2016-10-22,2016,De Telegraaf,POS,0.4990879656051948
25198,Zelfs geheim agenten zijn gezellige gasten,2018-07-03,2018,de Volkskrant,NEG,-0.8373303955214625
25199,Zelfs IS jaagt op terrorist die toch niet dood wilde,2015-11-24,2015,AD/Algemeen Dagblad,NEG,-0.5211573213725167
25200,Zelfs milieuvriendelijk feesten kan tegenwoordig,2020-01-10,2020,De Telegraaf,POS,0.754235604774381
25201,Zelfs na de dood is MARADONA wild en onnavolgbaar,2021-11-25,2021,AD/Algemeen Dagblad,NEG,-0.8617141214437029
25202,Zelfs na de dood is MARADONA wild en onnavolgbaar,2021-11-25,2021,AD/Algemeen Dagblad,NEG,-0.8558702789347239
25203,"Zelfs Ralph Inbar niet veilig in Patty's memoires!; TV-ster spaart zichzelf in biografie evenmin, maar...",2020-03-25,2020,De Telegraaf,NEG,-0.6626000286806948
25204,Zelfs rechercheurs gniffelden om ambulance vol met cocaïne,2015-09-30,2015,AD/Algemeen Dagblad,NEG,-0.3194575744507297
25205,Zelfs rechercheurs gniffelden om ambulance vol met cocaïne,2015-09-30,2015,AD/Algemeen Dagblad,NEG,-0.3378757416805655
25206,Zelfs Republikeinen kunnen niet om haar heen,2022-03-01,2022,de Volkskrant,POS,0.9384234529545005
25207,"Zelfs supermarkt doelwit Russische hackers, en Moskou doet niets",2021-07-05,2021,de Volkskrant,NEG,-0.5613927620192373
25208,Zelfs Taylor Swift kan niet om Spotify heen,2024-06-29,2024,AD/Algemeen Dagblad,POS,0.2295969550701283
25209,Zelfs tegenstanders pleiten voor 'cokevoetballer',2018-05-23,2018,de Volkskrant,NEU,0.1306011696607192
25210,Zelfs Trump wil leven van gevangenen verbeteren,2018-11-23,2018,de Volkskrant,NEG,-0.6600404009988756
25211,Zelfs Trump wil leven van gevangenen verbeteren,2018-11-23,2018,de Volkskrant,NEG,-0.6600404009988756
25212,Zendaya zegt altijd wat ze denkt; Eerste grote hoofdrol in een bioscoopfilm voor strategische ster van wereldformaat,2024-05-02,2024,De Telegraaf,POS,0.24010789306518854
25213,Zentember,2019-09-17,2019,de Volkskrant,NEG,-0.7826479194678472
25214,Zenuwachtige boef verraadt zichzelf,2017-11-15,2017,De Telegraaf,NEG,-0.7735214269474329
25215,Zero,2017-03-25,2017,de Volkskrant,NEG,-0.8348726088611506
25216,Zero tolerance,2018-06-26,2018,de Volkskrant,NEU,0.019472495410418924
25217,Zero,2021-11-08,2021,de Volkskrant,NEG,-0.523869888582513
25218,Zes aanhoudingen in Limburgs drugsonderzoek,2025-02-12,2025,AD/Algemeen Dagblad,NEG,-0.4910260872830248
25219,Zes doden als chauffeur inrijdt op buurtbarbecue,2022-08-29,2022,AD/Algemeen Dagblad,NEG,-0.8537725752352229
25220,Zes jaar cel voor brand brasserie; 'Aanslag gelinkt aan conflict drugsmilieu',2025-02-06,2025,De Telegraaf,NEG,-0.6068240466912431
25221,Zes jaar cel voor voetballer Quincy Promes wegens betrokkenheid bij drugssmokkel,2024-02-15,2024,de Volkskrant,NEU,-0.17324582155917567
25222,Zes jaar later publiceert Edward Snowden alsnog zijn verdediging,2019-09-14,2019,de Volkskrant,NEG,-0.6155342789417884
25223,Zes jongeren onwel door xtc,2019-09-23,2019,AD/Algemeen Dagblad,NEG,-0.8643976939583575
25224,Zes maanden cel in voor ongeluk,2015-09-30,2015,De Telegraaf,NEG,-0.8548526075336286
25225,Zes mannen uit gezin opgepakt,2021-03-10,2021,De Telegraaf,NEG,-0.46179467209219116
25226,Zes redenen waarom 'Bouta' een heldenonthaal kreeg,2019-12-02,2019,AD/Algemeen Dagblad,NEU,-0.08286865152451998
25227,Zes tips als jouw omgeving niet met je Asperger weet om te gaan (en andersom),2017-02-07,2017,AD/Algemeen Dagblad,POS,0.8421068149353537
25228,Zesde man gepakt voor schietpartij,2015-08-16,2015,De Telegraaf,NEG,-0.5574056609030021
25229,Zestien jaar cel voor drugsbaas Martien R.; Boycot helpt 'leider en regisseur' niet,2021-09-07,2021,De Telegraaf,NEU,0.11951647807037837
25230,Zestien jaar geëist voor roof en dood,2017-08-04,2017,De Telegraaf,NEG,-0.8237817022585378
25231,Zestig doden bij gevangenisopstand Brazilië,2017-01-03,2017,de Volkskrant,NEG,-0.7866504537952127
25232,Zestig miljoen aan coke onderschept; Tussen de bananen,2022-11-16,2022,De Telegraaf,NEG,-0.6463278246978106
25233,Zetbaas Sinaloa-kartel naar Ecuadoraanse EBI; Gevaarlijkste crimineel van het land verdacht van moord op presidentskandidaat,2023-08-14,2023,De Telegraaf,NEG,-0.8876887621657011
25234,Zeurpiet,2019-11-19,2019,de Volkskrant,NEG,-0.8879710670895805
25235,Zeven arrestaties na mega-actie Houtmankade,2018-03-07,2018,De Telegraaf,NEG,-0.7335505585452612
25236,Zeven hoogtepunten van het kimpressionisme,2018-09-05,2018,de Volkskrant,NEG,-0.4699957322644103
25237,Zeven jaar cel na dood vader,2017-02-01,2017,De Telegraaf,NEG,-0.5206335838016828
25238,Zeven jaar cel na dood vader,2017-02-01,2017,De Telegraaf,NEG,-0.27682477995413546
25239,Zeven jaar cel voor Mendes da Silva,2023-07-29,2023,de Volkskrant,NEG,-0.6448049853166643
25240,Zeven jaar celstrafeis voor waterboarden,2019-01-29,2019,De Telegraaf,NEG,-0.9140319406455275
25241,Zeven jaar voor oud-voetbalprof,2023-07-29,2023,AD/Algemeen Dagblad,NEG,-0.5907613194657502
25242,Zeven leden van Satudarah vast,2017-03-31,2017,AD/Algemeen Dagblad,NEG,-0.7171005792761243
25243,Zeven man aangehouden; Om vuurwapens en cocaïne,2024-09-21,2024,De Telegraaf,NEG,-0.6118192058794789
25244,Zeven vragen,2018-06-21,2018,de Volkskrant,POS,0.6857877532243737
25245,Zeven wietplanten bij lid van cannabisclub,2015-06-02,2015,AD/Algemeen Dagblad,NEG,-0.31761601104929044
25246,Zicht op 't onzichtbare,2016-02-11,2016,De Telegraaf,POS,0.599517479692304
25247,Zidane stond op een dodenlijst,2016-07-22,2016,De Telegraaf,NEG,-0.6263215852322314
25248,Zie 'identiteitsjournalistiek' als een verrassende aanvulling,2018-05-31,2018,de Volkskrant,NEG,-0.7200498927516589
25249,Ziek en toch doorroken,2016-06-10,2016,AD/Algemeen Dagblad,NEG,-0.9291401369422998
25250,Ziek,2020-09-26,2020,de Volkskrant,NEG,-0.8111498914720807
25251,Zieke koeien ingezet bij cocaïnesmokkel,2025-12-08,2025,De Telegraaf,NEG,-0.8955103105191989
25252,Zieke tiener omarmt het leven; 'Babyteeth',2020-08-27,2020,De Telegraaf,NEU,-0.17424243955118227
25253,Ziekenhuis in na inademen damp,2018-06-04,2018,AD/Algemeen Dagblad,NEG,-0.8344514776117875
25254,Ziekenhuis krijgt depot voor drugs en steekvoorwerpen,2016-04-30,2016,AD/Algemeen Dagblad,POS,0.5538486056722409
25255,Ziekmakende verwennerij maakt ouders medeschuldig aan moord,2019-04-17,2019,AD/Algemeen Dagblad,NEG,-0.8966039263628501
25256,Ziel zit nog steeds in Ruigoord; Gemeente en haven als vijand 'schepte ook onderlinge verbinding en samenhorigheid',2023-07-27,2023,De Telegraaf,NEG,-0.649692737078714
25257,Zielig,2017-03-09,2017,AD/Algemeen Dagblad,NEG,-0.8713226496543585
25258,Zieltjes winnen,2025-09-27,2025,AD/Algemeen Dagblad,NEG,-0.520555934714518
25259,Zien en  gezien worden!; VERWEG Miami,2015-03-07,2015,De Telegraaf,NEU,0.13136193751498876
25260,Ziet Nederland brood in kweekvlees?,2024-04-18,2024,de Volkskrant,POS,0.8464131439276703
25261,Zij gelooft in Cosby's onschuld,2016-02-01,2016,AD/Algemeen Dagblad,NEU,-0.09299593680983828
25262,Zij hebben gegokt en alles verloren...,2017-05-13,2017,De Telegraaf,NEG,-0.7873153684268209
25263,Zij moet dagelijks doodsangsten uitstaan,2024-09-14,2024,De Telegraaf,POS,0.7369459782936373
25264,Zij overleden in 2023,2023-12-30,2023,AD/Algemeen Dagblad,NEG,-0.8563656269210022
25265,Zij verlaten 2016 per losersvlucht,2016-12-31,2016,AD/Algemeen Dagblad,NEG,-0.9351868700054559
25266,Zij willen niet weg van de wallen,2023-12-02,2023,de Volkskrant,POS,0.458817354384366
25267,Zij zijn de jihadgangers,2017-07-05,2017,de Volkskrant,NEG,-0.608462877625152
25268,Zij zullen Afghanistan nooit verlaten,2021-07-31,2021,de Volkskrant,NEU,-0.00407743557163804
25269,"Zijn auto, zijn jas: alles wijst op rassenhaat",2015-06-19,2015,de Volkskrant,NEG,-0.833564354347547
25270,Zijn bankbiljetten te verbieden?,2016-02-11,2016,de Volkskrant,NEG,-0.8557103644243159
25271,Zijn boeven de baas in de bajes?,2023-08-17,2023,De Telegraaf,NEG,-0.9636072182328688
25272,Zijn dat nou kerels?,2015-11-25,2015,AD/Algemeen Dagblad,NEU,0.07280535784495776
25273,Zijn de plunderingen van migrantenwinkels in Johannesburg een teken van xenofobie?,2019-09-05,2019,de Volkskrant,NEG,-0.7819543989038968
25274,Zijn eigen verhaal,2021-02-15,2021,de Volkskrant,NEG,-0.785660740511144
25275,Zijn festivals te soft voor drugsgebruikers?,2019-07-20,2019,De Telegraaf,NEG,-0.8594504298947795
25276,Zijn het straks neusdruppels?,2019-04-06,2019,de Volkskrant,NEG,-0.4505163242469083
25277,Zijn het z'n ogen of z'n kaken?,2017-03-11,2017,de Volkskrant,NEG,-0.566451972251922
25278,Zijn kerstcadeaus orgie van welvaartsvernietiging?,2017-12-21,2017,de Volkskrant,NEG,-0.6651154244255618
25279,Zijn laatste boek kwam niet meer af,2015-01-22,2015,AD/Algemeen Dagblad,NEG,-0.765984125119763
25280,Zijn laatste verslaving waren poffertjes,2018-04-11,2018,de Volkskrant,NEG,-0.9904111098259707
25281,Zijn maatregelen druppel op gloeiende plaat?; Landen Zuid-Amerika produceerden nooit zoveel coke,2023-10-27,2023,De Telegraaf,NEG,-0.3702028479197106
25282,Zijn multimiljonairs wel te belasten?,2023-04-25,2023,de Volkskrant,NEG,-0.9210234485032966
25283,Zijn muzikale brille zou meer beklijven dan zijn verslaving,2025-06-11,2025,de Volkskrant,NEU,0.10774272854308391
25284,"Zijn Netflix-droom kwam uit, maar zonder hemzelf",2024-04-05,2024,de Volkskrant,NEU,0.12929570286462908
25285,Zijn neushoornvogels! Weg. Gestolen,2017-08-12,2017,de Volkskrant,NEG,-0.8507265204018827
25286,Zijn tijd,2018-05-31,2018,de Volkskrant,NEG,-0.22628723443304968
25287,"Zijn wangedrag kost de hoofd- redacteur van Bild zijn baan. Een cultuuromslag? Dit vragen andere media zich af, aldus correspondent Remco Andersen",2021-10-22,2021,de Volkskrant,NEG,-0.8542083087710758
25288,"Zijn we nu weer vrienden?; Analyse Cuba en VS begraven de strijdbijl, iedereen heeft wat te winnen",2015-04-11,2015,De Telegraaf,NEG,-0.6016337612218008
25289,Zijn we uitgelachen?,2025-07-31,2025,de Volkskrant,NEU,-0.009959540159778662
25290,"Zijn ziekte als scheldwoord, dat trok hij niet. Daarom begon de dappere jonge Terneuzenaar een stichting: Stop Schelden met KK",2025-02-14,2025,de Volkskrant,NEG,-0.7270700859053235
25291,Zijn zij de redding voor de armen van Amsterdam?,2016-07-12,2016,de Volkskrant,NEG,-0.303769881254818
25292,Zin in,2022-01-15,2022,AD/Algemeen Dagblad,POS,0.8745539319292329
25293,Zin in,2023-08-26,2023,AD/Algemeen Dagblad,POS,0.3901306083488711
25294,Zin in,2024-05-11,2024,AD/Algemeen Dagblad,POS,0.4460178125370357
25295,Zin in de herfst,2023-08-25,2023,de Volkskrant,NEG,-0.7509142612556353
25296,Zin in de herfst,2015-09-01,2015,de Volkskrant,NEG,-0.884406881764526
25297,Zin in,2022-08-20,2022,AD/Algemeen Dagblad,NEG,-0.32540856177063315
25298,Zin In,2021-11-20,2021,AD/Algemeen Dagblad,POS,0.9421879156115711
25299,Zingen na de kerk,2023-11-21,2023,de Volkskrant,POS,0.5130688848325589
25300,Zingen voor of tegen maffia,2019-06-15,2019,De Telegraaf,NEG,-0.42245796957382165
25301,Zingende ECT’er zes jaar de cel in,2019-08-08,2019,De Telegraaf,NEU,-0.05359064359134698
25302,Zingevingsgeleuter,2019-10-08,2019,de Volkskrant,NEG,-0.7504633346893169
25303,Zinin,2021-06-26,2021,AD/Algemeen Dagblad,POS,0.7701805711847195
25304,Zinin,2022-01-22,2022,AD/Algemeen Dagblad,POS,0.8678602665192205
25305,Zinin,2023-01-28,2023,AD/Algemeen Dagblad,POS,0.9183229921934202
25306,Zinin,2023-06-24,2023,AD/Algemeen Dagblad,NEU,0.031222969282132244
25307,Zinin,2022-02-05,2022,AD/Algemeen Dagblad,POS,0.7030223489013149
25308,Zinin,2022-02-12,2022,AD/Algemeen Dagblad,POS,0.6345949214628374
25309,"Zinloze dingen doen, daar heeft een mens behoefte aan",2018-04-14,2018,de Volkskrant,NEU,-0.1648733960208109
25310,Zinvol geweld,2024-05-16,2024,de Volkskrant,NEG,-0.30878028998904716
25311,Zit daar Mimi's moordenaar?,2017-10-31,2017,de Volkskrant,NEG,-0.8403117501128499
25312,Zit drillmuziek achter de recente geweldsgolf onder jongeren?,2019-10-24,2019,de Volkskrant,NEG,-0.9022072352150117
25313,Zit schatrijke cocaïnebaas ook achter deze liquidatie?,2018-03-30,2018,de Volkskrant,NEG,-0.7819469171328627
25314,Zitten Snuf en Snuitje verscholen achter de computerknop?,2019-02-14,2019,de Volkskrant,NEG,-0.6944526962293115
25315,Zitting tegen Duterte uitgesteld,2025-09-09,2025,AD/Algemeen Dagblad,NEG,-0.6764544440844126
25316,"Zo afgesloten van de buitenwereld, hoe bestaat het",2018-12-29,2018,de Volkskrant,NEG,-0.7175737512784965
25317,Zo begon Jurre de Cock,2018-10-27,2018,AD/Algemeen Dagblad,NEU,0.05015388670632807
25318,Zo bestuur je een drone,2015-02-05,2015,AD/Algemeen Dagblad,NEU,-0.18513441086532184
25319,Zo bizar was het liefdesleven van ELTON JOHN,2019-05-03,2019,De Telegraaf,NEG,-0.3593804720493107
25320,Zo blijft Jennifer Aniston (50) eeuwig ACHTTIEN!,2019-10-25,2019,De Telegraaf,POS,0.5541920853016539
25321,"Zo extreem, dat kenden ze niet in Duitsland",2025-02-27,2025,AD/Algemeen Dagblad,NEG,-0.5232729975424409
25322,Zo gaat Europa het niet redden,2016-03-26,2016,de Volkskrant,NEG,-0.9009563115107182
25323,Zo gek zijn mijn buren niet,2019-02-23,2019,de Volkskrant,NEU,-0.1805163466804209
25324,Zó gelachen,2023-09-08,2023,de Volkskrant,NEG,-0.5280607097659455
25325,Zo goed is vrijhandel niet voor Mexico,2016-11-03,2016,de Volkskrant,POS,0.6117683812942977
25326,"Zo goed, en nooit geleefd als prof",2020-11-28,2020,De Telegraaf,NEG,-0.694905706562507
